no shrinkage,optimal shrinkage,SNR
1118.9922419312995,125.88375562934141,0.05
420.1229053831303,95.54310754405878,0.09
212.98603941671414,114.71317891144501,0.14
79.25997806186116,47.013514391311446,0.25
42.458500365991924,35.985422849112695,0.42
17.335451111401667,16.831101987663224,0.71
9.629870225279426,9.629870225279424,1.22
6.188682714319118,6.188682714319116,2.07
4.06828647493857,4.06828647493857,3.52
3.009101434411474,3.009101434411474,6.0
