no shrinkage,optimal shrinkage,SNR
357.4692053581511,51.93493524763833,0.05
138.1316642208851,44.3778870309086,0.09
66.33200067910217,27.938493753994916,0.14
27.737065113094495,18.156613605005738,0.25
11.611737818277863,9.532279485818687,0.42
5.234033599741347,5.027380427143477,0.71
2.9374934801209385,2.9374934801209376,1.22
1.722826515775277,1.722826515775277,2.07
1.0914373559337538,1.0914373559337538,3.52
0.6816095357816389,0.681609535781639,6.0
