no shrinkage,optimal shrinkage,SNR
6.138625079808673,1.228959425111813,0.05
2.3152853204943984,0.728869454695729,0.09
1.0934097152316884,0.6827075035303828,0.14
0.40496748363278406,0.30971556541438083,0.25
0.20333245850360068,0.1769652470923909,0.42
0.0916806001993504,0.09168060019935048,0.71
0.0490711719240068,0.04907117192400679,1.22
0.029883237869604753,0.029883237869604756,2.07
0.020098314674372314,0.02009831467437232,3.52
0.015513396815368462,0.015513396815368456,6.0
