MDI_0,MDI_1,MDI_2,MDI_3,MDI_4,relevance,shrink_mode,lambda,replication
0.19224126277086906,0.5714130037769833,0.0146160570998883,0.10828754975468254,0.11344212659757673,10,hs_permutation,100.0,1
0.29956323350578773,0.5196599716690693,0.019018318134758936,0.062066427685040004,0.09969204900534401,10,hs_global_permutation,100.0,1
0.3262379252693231,0.4416767469170346,0.03167411377829818,0.08258178374940572,0.11782943028593838,15,hs,100.0,1
0.10640610299792062,0.7084769716608085,0.04234376137773799,0.06559493383034132,0.07717823013319176,15,hs_entropy,100.0,1
0.10271795022101454,0.7224954811314952,0.03952409165689765,0.0626228394415353,0.07263963754905732,15,hs_log_cardinality,100.0,1
0.10843317278734727,0.7814172501839687,0.04534311474826723,0.04407155215824386,0.020734910122173072,15,hs_permutation,100.0,1
0.08282614787010786,0.7552775909077903,0.045392230876060265,0.07194578586890425,0.04455824447713716,15,hs_global_permutation,100.0,1
0.21274750434763567,0.6588209762170413,0.03174809993704307,0.03732244270003721,0.059360976798242586,20,hs,100.0,1
0.0417097155202235,0.8627714945683093,0.036917487176606256,0.027661002598387354,0.03094030013647362,20,hs_entropy,100.0,1
0.03984096293259015,0.8688776066976063,0.03682543264639143,0.025967751086449838,0.028488246636962183,20,hs_log_cardinality,100.0,1
0.059111428039701645,0.8452411470948813,0.029544487716659358,0.027100506808826128,0.039002430339931685,20,hs_permutation,100.0,1
0.04613176978436553,0.8711569268059263,0.03551865537122605,0.016392786942819496,0.030799861095662618,20,hs_global_permutation,100.0,1
0.5677610753157746,0.028577094488221877,0.05585706123871802,0.20150264402423512,0.14630212493305048,00,hs,25.0,2
0.4403352576723041,0.06283045360097099,0.09304246198824068,0.24206648744163947,0.16172533929684477,00,hs_entropy,10.0,2
0.4440252135422603,0.07586565446875772,0.09620507840745443,0.22867344737193956,0.1552306062095879,00,hs_log_cardinality,10.0,2
0.44517159304836285,0.04482521785504577,0.0992922482802123,0.318327045676521,0.09238389513985827,00,hs_permutation,50.0,2
0.4439908153591753,0.06413637464867133,0.07846797500860116,0.23835676241234474,0.17504807257120758,00,hs_global_permutation,10.0,2
0.49803627824575636,0.01289046145281982,0.10134218084594927,0.14488440388382057,0.2428466755716539,05,hs,0.0,2
0.5163700261709118,0.012890461452819822,0.08819364780842458,0.15445910860611597,0.2280867559617277,05,hs_entropy,0.0,2
0.48945399059887,0.012890461452819824,0.10321100787666347,0.15069046634137218,0.2437540737302745,05,hs_log_cardinality,0.0,2
0.3408186636105262,0.23675416499232235,0.058824919623626695,0.27116558430339516,0.09243666747012945,05,hs_permutation,50.0,2
0.3209441087375229,0.3261752230306698,0.040451254105690615,0.2652282969118072,0.04720111721430939,05,hs_global_permutation,100.0,2
0.24487215413854985,0.42514754603706634,0.014326265214544316,0.12279220268907526,0.19286183192076425,10,hs,100.0,2
0.05655619257319414,0.6808883781622384,0.01632813794003627,0.10729961902179715,0.1389276723027341,10,hs_entropy,100.0,2
0.054589276698741585,0.6958400865010187,0.015654911839224628,0.10164584981887702,0.13226987514213806,10,hs_log_cardinality,100.0,2
0.10242914944094425,0.6491793801477037,0.013692246121695525,0.07549692321385608,0.15920230107580058,10,hs_permutation,100.0,2
0.09426872515455241,0.6396997258178273,0.007019827018254245,0.07679443055166363,0.18221729145770235,10,hs_global_permutation,100.0,2
0.20129602580056166,0.5721517609791879,0.023951727590733503,0.05738956014313192,0.14521092548638503,15,hs,100.0,2
0.04415145149723458,0.78852893999888,0.02922672366895455,0.03642381561595393,0.10166906921897689,15,hs_entropy,100.0,2
0.04263503251995351,0.8003525846207261,0.026733752501832152,0.03297138773568769,0.09730724262180059,15,hs_log_cardinality,100.0,2
0.07694617453054052,0.7902107469066172,0.01721463543807316,0.02942181228425245,0.08620663084051669,15,hs_permutation,100.0,2
0.049202300576946904,0.7399063992300751,0.02491873269841132,0.028470396712052357,0.15750217078251438,15,hs_global_permutation,100.0,2
0.16427267774719773,0.6970209575423734,0.01900732416985041,0.024668283862325915,0.09503075667825271,20,hs,100.0,2
0.038332560204388584,0.881591320495104,0.018727105487796873,0.013162914570381832,0.048186099242328834,20,hs_entropy,100.0,2
0.03665800430852805,0.8885417046969357,0.01833800173093506,0.012033825435175777,0.044428463828425406,20,hs_log_cardinality,100.0,2
0.03861677965239193,0.9151290470728942,0.0056715924284385846,0.008256048594923916,0.032326532251351486,20,hs_permutation,100.0,2
0.04948717719539992,0.9157599303779195,0.011909934337309903,0.003641906319405272,0.01920105176996527,20,hs_global_permutation,100.0,2
0.6161985139326033,0.010051812899808726,0.0930265450328526,0.13672045980414446,0.144002668330591,00,hs,100.0,3
0.3371968215099901,0.02641443722564149,0.22631697098981896,0.20343207448813286,0.20663969578641658,00,hs_entropy,100.0,3
0.3291788578417641,0.049085891796157376,0.22056212941685108,0.20271536401160187,0.19845775693362563,00,hs_log_cardinality,100.0,3
0.4243746864185614,0.02349163729517521,0.1254173218023444,0.19706510475598465,0.22965124972793424,00,hs_permutation,50.0,3
0.39868234788593543,0.012015548116628399,0.20430199376660327,0.14812428469115038,0.23687582553968245,00,hs_global_permutation,100.0,3
0.5202436842738893,0.060376995737875416,0.07934277694311662,0.14320770834512916,0.19682883469998952,05,hs,10.0,3
0.25848853668511446,0.46725203690927697,0.08966403622371527,0.0799884320556885,0.10460695812620487,05,hs_entropy,100.0,3
0.2545831550867188,0.48539593326892505,0.08298587721417562,0.0738783423194985,0.10315669211068204,05,hs_log_cardinality,100.0,3
0.2255169491938115,0.5112213934003261,0.07266699195147733,0.07817588961085714,0.1124187758435279,05,hs_permutation,100.0,3
0.21517828745800305,0.5291375665939069,0.09593752787508121,0.03183059951349252,0.1279160185595163,05,hs_global_permutation,100.0,3
0.35874478581658065,0.2804999547508514,0.052796171137236024,0.10387528452158282,0.20408380377374916,10,hs,50.0,3
0.0961527054943871,0.6789810330215256,0.04935245238662015,0.06299970530830047,0.11251410378916672,10,hs_entropy,100.0,3
0.09353749462414775,0.6943100085241527,0.046503630576906034,0.059454839494911114,0.10619402677988239,10,hs_log_cardinality,100.0,3
0.13730173680588306,0.6497191190455482,0.02946707500860831,0.051995950032210046,0.1315161191077501,10,hs_permutation,100.0,3
0.15605260724114567,0.5854756784445617,0.03036207604897135,0.07237516234544147,0.15573447591987977,10,hs_global_permutation,100.0,3
0.20387708484607786,0.6000609922865823,0.043143835728473474,0.0687747893876723,0.08414329775119415,15,hs,100.0,3
0.04868366442288455,0.8056463780858213,0.04275758967627715,0.059804185837570946,0.043108181977446064,15,hs_entropy,100.0,3
0.04675787499377603,0.8130356530863965,0.042799238829653106,0.05795039426732463,0.039456838822849664,15,hs_log_cardinality,100.0,3
0.059223339872861866,0.8436176919332913,0.04387759714558028,0.03726861977810462,0.016012751270161867,15,hs_permutation,100.0,3
0.023917723799165982,0.8560537986622178,0.041874664243516685,0.06086208857396814,0.01729172472113147,15,hs_global_permutation,100.0,3
0.1647375374078889,0.6992681696939115,0.010644530503702692,0.040879380882226986,0.08447038151226992,20,hs,100.0,3
0.03266920420273161,0.882690182978431,0.00901698520712873,0.030825229199340443,0.04479839841236815,20,hs_entropy,100.0,3
0.031266728273816505,0.8892966679613484,0.008128321804979768,0.029244251004576848,0.04206403095527852,20,hs_log_cardinality,100.0,3
0.046103417970428016,0.8720628410267529,0.007213059440610169,0.03564990664216722,0.038970774920041744,20,hs_permutation,100.0,3
0.02637495858064558,0.874825076363294,0.0066419698918414255,0.02338121481359615,0.06877678035062287,20,hs_global_permutation,100.0,3
0.6201469194267789,0.006585800024281509,0.052886124092669275,0.11994935165308834,0.20043180480318198,00,hs,50.0,4
0.4456264361056489,0.01711727529619034,0.1332668161884545,0.2043427108121722,0.19964676159753397,00,hs_entropy,50.0,4
0.4661797662108891,0.033900624437739516,0.10292784791405418,0.18548046222191258,0.21151129921540465,00,hs_log_cardinality,25.0,4
0.47190139006737886,0.0227654530330778,0.07487236619296106,0.17677473477464956,0.25368605593193283,00,hs_permutation,10.0,4
0.46570789397956774,0.01698269807821325,0.07878953994524145,0.15402340935446618,0.2844964586425114,00,hs_global_permutation,25.0,4
0.5033121162956594,0.009434905663287155,0.09072194783553122,0.1659415559809828,0.23058947422453935,05,hs,0.0,4
0.43875341638854637,0.04011376861273804,0.12179789514143198,0.1678316473263177,0.23150327253096586,05,hs_entropy,10.0,4
0.44590940437151366,0.040394278868367335,0.12580893734343498,0.1692662040682645,0.21862117534841954,05,hs_log_cardinality,10.0,4
0.49873975195731124,0.009434905663287155,0.0806068437590659,0.16658936524731746,0.24462913337301814,05,hs_permutation,0.0,4
0.309964077995541,0.16564543173993163,0.14665983863197346,0.18880480904834124,0.18892584258421277,05,hs_global_permutation,50.0,4
0.49432509302160715,0.19923413115573313,0.03744362311462671,0.14147578021218285,0.12752137249585024,10,hs,100.0,4
0.21482690326561135,0.46482642765661475,0.06517547041088222,0.17629197894938278,0.07887921971750894,10,hs_entropy,100.0,4
0.20994579971193175,0.4788318968984721,0.06391986544477325,0.1734181768571626,0.07388426108766025,10,hs_log_cardinality,100.0,4
0.36615139584944717,0.3657194533589125,0.043118570905845345,0.12819604068309517,0.09681453920269993,10,hs_permutation,100.0,4
0.410825728925535,0.2420516690008928,0.05360611180890131,0.19068372926111618,0.10283276100355472,10,hs_global_permutation,50.0,4
0.3235031026788048,0.4816560123252791,0.038355945773698545,0.0563408043503291,0.10014413487188856,15,hs,100.0,4
0.0941376472834735,0.7490667082724317,0.052219040428927,0.04020976897642209,0.06436683503874571,15,hs_entropy,100.0,4
0.08991003049413582,0.7573453599566926,0.054000957507804634,0.0375735126756454,0.06117013936572158,15,hs_log_cardinality,100.0,4
0.10563068437649059,0.7820206062418341,0.03057422978473401,0.02081307813994236,0.06096140145699888,15,hs_permutation,100.0,4
0.1395978721099883,0.7591295487155014,0.03052863056744873,0.01796664110579371,0.0527773075012679,15,hs_global_permutation,100.0,4
0.170842460231327,0.7521351188639158,0.00788931783850054,0.0330444525355128,0.03608865053074383,20,hs,100.0,4
0.03664604843857562,0.9222256897708825,0.007126972100871925,0.017687548872602408,0.016313740817067577,20,hs_entropy,100.0,4
0.03481710425988197,0.9270591667593754,0.006660821982862321,0.016289140927928127,0.015173766069952237,20,hs_log_cardinality,100.0,4
0.04615345591042746,0.90875106029926,0.006929976038585016,0.018238392185780293,0.019927115565947204,20,hs_permutation,100.0,4
0.08816482823434041,0.8478642331299734,0.008394887818216581,0.02916299086445927,0.026413059953010257,20,hs_global_permutation,50.0,4
0.5873820748483691,0.025912961622346218,0.04224142145892818,0.11616476133800599,0.22829878073235044,00,hs,50.0,5
0.4615898204189114,0.06593596896300864,0.07058266383256559,0.1565458979829025,0.2453456488026118,00,hs_entropy,25.0,5
0.40819707677105593,0.05156286071605114,0.04459130930525727,0.2453402720987373,0.25030848110889836,00,hs_log_cardinality,0.0,5
0.3936697167020606,0.059087009120264836,0.04593790582139365,0.2396334975238384,0.2616718708324424,00,hs_permutation,0.0,5
0.31567356593447227,0.08968134757957953,0.061993621167182315,0.257436439852477,0.275215025466289,00,hs_global_permutation,10.0,5
0.46809609999986185,0.056088198859917775,0.09748201157549556,0.11319979375824572,0.26513389580647906,05,hs,100.0,5
0.23798874462905228,0.13529245782526947,0.17626354485900247,0.13646254626783888,0.3139927064188367,05,hs_entropy,100.0,5
0.30489415143366,0.11463763142854852,0.16910848149906527,0.15314954217563423,0.25821019346309204,05,hs_log_cardinality,25.0,5
0.32861440923765783,0.12599871326636275,0.12515090199082887,0.1013931473310667,0.3188428281740839,05,hs_permutation,50.0,5
0.39537913996014823,0.07043876316992805,0.1189764593180553,0.18220344049517948,0.23300219705668893,05,hs_global_permutation,1.0,5
0.31079186349649546,0.40203074313672327,0.022393419627116138,0.156918372990796,0.10786560074886918,10,hs,100.0,5
0.08689224429138633,0.6677225228755844,0.02669074594023049,0.14618565312419068,0.07250883376860817,10,hs_entropy,100.0,5
0.08378104790462132,0.6832094032107447,0.02515530751483571,0.1396163716923922,0.06823786967740621,10,hs_log_cardinality,100.0,5
0.09621298115755647,0.6907193672242827,0.025908839175126017,0.15771765886723818,0.029441153575796578,10,hs_permutation,100.0,5
0.11840399444303867,0.6082026904899208,0.021290563608564423,0.16104221731510082,0.09106053414337542,10,hs_global_permutation,100.0,5
0.4728939308647155,0.2997563686864991,0.028865453511524385,0.09436694915164298,0.10411729778561823,15,hs,100.0,5
0.18017782154529663,0.5910413186944148,0.041283492595270976,0.10012845912241299,0.0873689080426047,15,hs_entropy,100.0,5
0.1752269707528195,0.6072957075528064,0.03892773833576099,0.09559303682827476,0.08295654653033857,15,hs_log_cardinality,100.0,5
0.15778010722243932,0.6302087528005342,0.0036669479601259174,0.10218390225751711,0.1061602897593834,15,hs_permutation,100.0,5
0.233876133521442,0.5944742875266656,0.04233606319842738,0.08015099883114561,0.049162516922319516,15,hs_global_permutation,100.0,5
0.19409744783093985,0.7021939242509877,0.022734669053387384,0.03311520991131139,0.04785874895337368,20,hs,100.0,5
0.04740421903527947,0.8921623240821808,0.02387608145871158,0.018474026591145436,0.01808334883268265,20,hs_entropy,100.0,5
0.04511128217550526,0.8979132194962033,0.023211239203329598,0.017534431580009016,0.01622982754495277,20,hs_log_cardinality,100.0,5
0.07277320765067757,0.8668733803816597,0.018928793592839412,0.01679021487056474,0.024634403504258523,20,hs_permutation,100.0,5
0.06691251257790967,0.8854718708766133,0.019573079878561103,0.017505917639487313,0.010536619027428504,20,hs_global_permutation,100.0,5
0.5810312495258867,0.033721500181084864,0.05863883489384454,0.15524899776815443,0.17135941763102938,00,hs,25.0,6
0.34722470248209053,0.040115966389230574,0.08637982345067816,0.28304893490232746,0.24323057277567325,00,hs_entropy,100.0,6
0.39077647637335877,0.07799035805830859,0.08710246922287004,0.2346726274666822,0.20945806887878043,00,hs_log_cardinality,50.0,6
0.2689965559964891,0.024931817862039202,0.07806272772927796,0.33379791173378176,0.294210986678412,00,hs_permutation,100.0,6
0.43662391604993755,0.02545735411275464,0.06989269454178364,0.3047588187285708,0.16326721656695334,00,hs_global_permutation,100.0,6
0.49749131850042005,0.023207082887765657,0.08090349875499908,0.13707811479380808,0.26131998506300713,05,hs,10.0,6
0.4149921699640636,0.03768325093069756,0.10628310427222076,0.1658341871129466,0.2752072877200716,05,hs_entropy,10.0,6
0.42897178316077766,0.038246147639295805,0.11796134991651684,0.1551747839827525,0.25964593530065727,05,hs_log_cardinality,10.0,6
0.32347173913392335,0.2558957869885687,0.03611268517110146,0.12559130506173027,0.2589284836446763,05,hs_permutation,100.0,6
0.4012746131485608,0.016505900711269113,0.13074080071603977,0.16753164257214906,0.28394704285198136,05,hs_global_permutation,0.1,6
0.3358838103120802,0.31642987010725887,0.04835849156956982,0.11024392094476118,0.18908390706632988,10,hs,100.0,6
0.11098860598121542,0.5705268013584683,0.06997476820145139,0.08766808609792506,0.16084173836093976,10,hs_entropy,100.0,6
0.10791341244914429,0.5880451900077254,0.06590764745549012,0.0823467373023531,0.1557870127852871,10,hs_log_cardinality,100.0,6
0.056542495971674364,0.6561907546422349,0.05481251136597349,0.052252047710522144,0.18020219030959528,10,hs_permutation,100.0,6
0.11594411750415476,0.4961411328475092,0.0833519134003777,0.11122013355153046,0.19334270269642792,10,hs_global_permutation,50.0,6
0.34123035392636997,0.5062635756293365,0.04031893318061779,0.0506028627573808,0.06158427450629491,15,hs,100.0,6
0.08877262884257593,0.7857497330784106,0.05047070010750447,0.034920415843146056,0.04008652212836304,15,hs_entropy,100.0,6
0.08573921592704602,0.7977076478239634,0.04763113577703432,0.031719606324853246,0.03720239414710305,15,hs_log_cardinality,100.0,6
0.0947436677945104,0.8331267680537764,0.016073595084061996,0.020232337813529556,0.03582363125412169,15,hs_permutation,100.0,6
0.09995820874428385,0.8124893111552367,0.027846992941510666,0.025838647273799982,0.03386683988516876,15,hs_global_permutation,100.0,6
0.2350188599371949,0.6762880528084125,0.01809234883073381,0.02364121112414104,0.046959527299517655,20,hs,100.0,6
0.05258805984928508,0.8873370593538983,0.017729711665921886,0.011486837858138544,0.030858331272756293,20,hs_entropy,100.0,6
0.050128436815958084,0.8942127212655284,0.016299450545485934,0.010320765373019713,0.029038626000007808,20,hs_log_cardinality,100.0,6
0.10101802262532802,0.8527671308341425,0.012969286222367822,0.008299584313107119,0.024945976005054472,20,hs_permutation,100.0,6
0.10237491180828125,0.855509137526966,0.008376249013869592,0.012624096652375091,0.021115604998508123,20,hs_global_permutation,100.0,6
0.48667585988267154,0.04696416302740054,0.09208689997440393,0.15320762898398593,0.22106544813153803,00,hs,0.0,7
0.4323625603968052,0.08736735655297057,0.11370808489417826,0.13530872465927474,0.2312532734967712,00,hs_entropy,10.0,7
0.4270551678930545,0.09998952604755558,0.11848526946438127,0.12996475795207793,0.22450527864293074,00,hs_log_cardinality,10.0,7
0.4369617988651703,0.10305308880318997,0.07583279361001108,0.11127351210406272,0.27287880661756597,00,hs_permutation,10.0,7
0.41053497247349385,0.07630280732860037,0.11532937735949239,0.1588441327092388,0.23898871012917464,00,hs_global_permutation,1.0,7
0.47677753628891234,0.05394816555684263,0.11452794872514517,0.15090636077706257,0.20383998865203715,05,hs,0.0,7
0.45675300327140606,0.045746065819309824,0.1314751443500823,0.17137789467368036,0.19464789188552137,05,hs_entropy,0.0,7
0.46519279485450593,0.04375507993644762,0.12344851606749205,0.16543071393210523,0.20217289520944917,05,hs_log_cardinality,0.0,7
0.48766311135190477,0.03467922810028091,0.1323772253748781,0.14487019067137874,0.2004102445015575,05,hs_permutation,10.0,7
0.42643292362319013,0.04647593115689483,0.10677065991393436,0.17817082645559734,0.24214965885038323,05,hs_global_permutation,10.0,7
0.5189340929401527,0.3234699473887263,0.010848146999677781,0.05629529080087877,0.09045252187056436,10,hs,100.0,7
0.1975547060449651,0.6514952544745239,0.0143356670682611,0.056886353593217115,0.0797280188190329,10,hs_entropy,100.0,7
0.19075776733682437,0.6658170287465308,0.01405683400838749,0.0529955463562591,0.0763728235519982,10,hs_log_cardinality,100.0,7
0.2972001354756327,0.5539283943593378,0.00906720549003382,0.05243398747031085,0.08737027720468471,10,hs_permutation,100.0,7
0.3189742834796124,0.6174503607405025,0.0030673288513259557,0.04427577619826845,0.016232250730290755,10,hs_global_permutation,100.0,7
0.2516351680754838,0.5022931261120295,0.05068069831732986,0.12045137281394369,0.0749396346812132,15,hs,100.0,7
0.07244828760888743,0.7520816249074377,0.0570191665940977,0.08753872178813182,0.030912199101445423,15,hs_entropy,100.0,7
0.06950770987485955,0.7649879050382236,0.05384802217296192,0.08317978032766496,0.028476582586290065,15,hs_log_cardinality,100.0,7
0.13215312138315222,0.723488033144812,0.03657210569918981,0.07230745966021487,0.03547928011263096,15,hs_permutation,100.0,7
0.07445902526126816,0.7373602446215907,0.031848764705373886,0.11716222346951684,0.03916974194225031,15,hs_global_permutation,100.0,7
0.14913130217998144,0.7766524618490697,0.013579848804882258,0.03351333766247181,0.02712304950359475,20,hs,100.0,7
0.03285487616296264,0.9211844365653061,0.012960077983709465,0.025123741856852646,0.007876867431169093,20,hs_entropy,100.0,7
0.03122709317572817,0.9253572147508132,0.011708421494555192,0.024579142576669842,0.007128128002233488,20,hs_log_cardinality,100.0,7
0.02344710013546503,0.9341688824231136,0.009190712103454774,0.022535404912568845,0.010657900425397751,20,hs_permutation,100.0,7
0.02086111247370111,0.9351272640419462,0.008329966417189357,0.02655935438324295,0.009122302683920442,20,hs_global_permutation,100.0,7
0.5672026237509752,0.029067070179959603,0.08474957003851083,0.11010900122521754,0.20887173480533677,00,hs,10.0,8
0.48195527553541856,0.04523118478800012,0.1270876529055929,0.14466675670386137,0.20105913006712708,00,hs_entropy,10.0,8
0.494262429643656,0.03336922113155612,0.0956494065617434,0.1315848982843952,0.24513404437864933,00,hs_log_cardinality,0.0,8
0.4447094600705279,0.08480633470721317,0.13395739725814507,0.17586931346874846,0.16065749449536537,00,hs_permutation,50.0,8
0.44140071084287763,0.05403219159074958,0.10151349570113895,0.15495941972193156,0.24809418214330234,00,hs_global_permutation,1.0,8
0.5983921185709885,0.0923317080326321,0.05956353186693313,0.11378307037365694,0.13592957115578924,05,hs,50.0,8
0.2744346514739705,0.3614296471771734,0.09483142971146824,0.12938240881547644,0.13992186282191152,05,hs_entropy,100.0,8
0.26846685253432734,0.37539634426472146,0.09670857434021266,0.12381555035553754,0.13561267850520087,05,hs_log_cardinality,100.0,8
0.32051719776100845,0.3532324697386229,0.07244853462801411,0.1208935279738401,0.13290826989851445,05,hs_permutation,100.0,8
0.3254930700286091,0.3250366199720297,0.08756887293910427,0.07089936331065387,0.19100207374960312,05,hs_global_permutation,100.0,8
0.36742855034134786,0.3423910387321619,0.05913536120107301,0.05029262414114144,0.1807524255842758,10,hs,100.0,8
0.11962361522327952,0.6312529795365033,0.08978049281029904,0.03474467893715918,0.12459823349275902,10,hs_entropy,100.0,8
0.11493410433332438,0.6417170573134695,0.09370847328709396,0.03170745946383055,0.11793290560228162,10,hs_log_cardinality,100.0,8
0.14078422401222865,0.63042777607999,0.07867154226281374,0.025456791057905007,0.12465966658706275,10,hs_permutation,100.0,8
0.1128428724112623,0.6643537712038082,0.03802583102268773,0.01758933208260251,0.16718819327963913,10,hs_global_permutation,100.0,8
0.34126738773704257,0.532094717399599,0.016664017577750424,0.02942115782475361,0.08055271946085435,15,hs,100.0,8
0.09353243747876808,0.8119825429356704,0.018291060722042684,0.025620149390596175,0.05057380947292266,15,hs_entropy,100.0,8
0.08963683667697663,0.8215162193950123,0.01752667856221557,0.024018824141600628,0.04730144122419491,15,hs_log_cardinality,100.0,8
0.10712107653827244,0.8049658418936044,0.01665802155877151,0.014402435538493755,0.05685262447085775,15,hs_permutation,100.0,8
0.13623857963525507,0.7805351782875738,0.015631629870913183,0.01048133987228783,0.05711327233397013,15,hs_global_permutation,100.0,8
0.20314301698925494,0.6711126053401402,0.016544881358863932,0.04596481615629076,0.06323468015545,20,hs,100.0,8
0.04982791369618481,0.8699428270696917,0.01688787427856946,0.027995859403008805,0.035345525552545144,20,hs_entropy,100.0,8
0.04778627692797671,0.8773898307683589,0.016015057460911558,0.026157822830393414,0.03265101201235936,20,hs_log_cardinality,100.0,8
0.07689649090519414,0.8614604828655347,0.003524415039190006,0.034624163553145765,0.023494447636935496,20,hs_permutation,100.0,8
0.07615185466882159,0.8474109714021775,0.01614888073964645,0.020688041662005587,0.03960025152734896,20,hs_global_permutation,100.0,8
0.7008989284935973,0.002750727858070895,0.046027553923530085,0.06683843448292637,0.18348435524187545,00,hs,100.0,9
0.537910067023419,0.01600477913351908,0.11329757798639892,0.10723298975209092,0.225554586104572,00,hs_entropy,25.0,9
0.5334602614953313,0.030144364080998656,0.11468687979265009,0.10850954631535092,0.213198948315669,00,hs_log_cardinality,25.0,9
0.5476045672499098,0.03443500971275969,0.10486257284887678,0.1424224140103118,0.17067543617814188,00,hs_permutation,0.0,9
0.5232832580331475,0.025483704866871765,0.12045534251894806,0.12903967043163228,0.20173802414940048,00,hs_global_permutation,10.0,9
0.5986430356503051,0.0736400484193335,0.034023217592552786,0.12693165547646465,0.16676204286134394,05,hs,100.0,9
