shrink_mode,lambda,num_trees,ROC AUC,replication
no_shrinkage,0.0,1,0.4894894894894895,0
no_shrinkage,0.0,2,0.5292792792792793,0
no_shrinkage,0.0,3,0.5392892892892893,0
no_shrinkage,0.0,4,0.5580580580580581,0
no_shrinkage,0.0,5,0.583083083083083,0
no_shrinkage,0.0,6,0.5955955955955956,0
no_shrinkage,0.0,7,0.581081081081081,0
no_shrinkage,0.0,8,0.6008508508508509,0
no_shrinkage,0.0,9,0.6106106106106106,0
no_shrinkage,0.0,10,0.6271271271271271,0
no_shrinkage,0.0,11,0.6273773773773774,0
no_shrinkage,0.0,12,0.6263763763763764,0
no_shrinkage,0.0,13,0.6238738738738739,0
no_shrinkage,0.0,14,0.6253753753753754,0
no_shrinkage,0.0,15,0.6413913913913913,0
no_shrinkage,0.0,16,0.6566566566566567,0
no_shrinkage,0.0,17,0.6606606606606606,0
no_shrinkage,0.0,18,0.663913913913914,0
no_shrinkage,0.0,19,0.6519019019019019,0
no_shrinkage,0.0,20,0.6676676676676677,0
no_shrinkage,0.0,21,0.6606606606606606,0
no_shrinkage,0.0,22,0.6651651651651652,0
no_shrinkage,0.0,23,0.6661661661661662,0
no_shrinkage,0.0,24,0.6626626626626626,0
no_shrinkage,0.0,25,0.6631631631631631,0
no_shrinkage,0.0,26,0.6704204204204204,0
no_shrinkage,0.0,27,0.6704204204204204,0
no_shrinkage,0.0,28,0.6611611611611612,0
no_shrinkage,0.0,29,0.6614114114114114,0
no_shrinkage,0.0,30,0.6604104104104105,0
no_shrinkage,0.0,31,0.6626626626626626,0
no_shrinkage,0.0,32,0.6579079079079079,0
no_shrinkage,0.0,33,0.6521521521521522,0
no_shrinkage,0.0,34,0.6498998998998999,0
no_shrinkage,0.0,35,0.6506506506506508,0
no_shrinkage,0.0,36,0.6461461461461462,0
no_shrinkage,0.0,37,0.6501501501501501,0
no_shrinkage,0.0,38,0.6421421421421422,0
no_shrinkage,0.0,39,0.6381381381381381,0
no_shrinkage,0.0,40,0.6358858858858858,0
no_shrinkage,0.0,41,0.6293793793793794,0
no_shrinkage,0.0,42,0.6291291291291292,0
no_shrinkage,0.0,43,0.6331331331331331,0
no_shrinkage,0.0,44,0.6311311311311312,0
no_shrinkage,0.0,45,0.6308808808808809,0
no_shrinkage,0.0,46,0.6286286286286287,0
no_shrinkage,0.0,47,0.6228728728728729,0
no_shrinkage,0.0,48,0.6286286286286286,0
no_shrinkage,0.0,49,0.6313813813813813,0
no_shrinkage,0.0,50,0.623123123123123,0
no_shrinkage,0.0,51,0.6186186186186187,0
no_shrinkage,0.0,52,0.616116116116116,0
no_shrinkage,0.0,53,0.6151151151151151,0
no_shrinkage,0.0,54,0.6098598598598599,0
no_shrinkage,0.0,55,0.616116116116116,0
no_shrinkage,0.0,56,0.6193693693693694,0
no_shrinkage,0.0,57,0.618868868868869,0
no_shrinkage,0.0,58,0.617867867867868,0
no_shrinkage,0.0,59,0.617867867867868,0
no_shrinkage,0.0,60,0.6176176176176177,0
no_shrinkage,0.0,61,0.6208708708708709,0
no_shrinkage,0.0,62,0.6203703703703703,0
no_shrinkage,0.0,63,0.6186186186186187,0
no_shrinkage,0.0,64,0.6183683683683683,0
no_shrinkage,0.0,65,0.6171171171171171,0
no_shrinkage,0.0,66,0.6218718718718719,0
no_shrinkage,0.0,67,0.6198698698698698,0
no_shrinkage,0.0,68,0.6173673673673674,0
no_shrinkage,0.0,69,0.617867867867868,0
no_shrinkage,0.0,70,0.6251251251251252,0
no_shrinkage,0.0,71,0.6198698698698699,0
no_shrinkage,0.0,72,0.6226226226226227,0
no_shrinkage,0.0,73,0.6213713713713714,0
no_shrinkage,0.0,74,0.6211211211211212,0
no_shrinkage,0.0,75,0.6213713713713714,0
no_shrinkage,0.0,76,0.6181181181181181,0
no_shrinkage,0.0,77,0.6211211211211212,0
no_shrinkage,0.0,78,0.6228728728728729,0
no_shrinkage,0.0,79,0.6223723723723724,0
no_shrinkage,0.0,80,0.6216216216216216,0
no_shrinkage,0.0,81,0.6193693693693694,0
no_shrinkage,0.0,82,0.6216216216216216,0
no_shrinkage,0.0,83,0.6236236236236236,0
no_shrinkage,0.0,84,0.6241241241241242,0
no_shrinkage,0.0,85,0.6233733733733734,0
no_shrinkage,0.0,86,0.6268768768768769,0
no_shrinkage,0.0,87,0.6273773773773774,0
no_shrinkage,0.0,88,0.6248748748748749,0
no_shrinkage,0.0,89,0.6273773773773774,0
no_shrinkage,0.0,90,0.6293793793793794,0
no_shrinkage,0.0,91,0.6276276276276277,0
no_shrinkage,0.0,92,0.6258758758758759,0
no_shrinkage,0.0,93,0.626876876876877,0
no_shrinkage,0.0,94,0.6241241241241242,0
no_shrinkage,0.0,95,0.6251251251251252,0
no_shrinkage,0.0,96,0.6266266266266267,0
no_shrinkage,0.0,97,0.6278778778778779,0
no_shrinkage,0.0,98,0.6286286286286287,0
no_shrinkage,0.0,99,0.6291291291291291,0
no_shrinkage,0.0,100,0.6276276276276277,0
hs,1.0,1,0.6303803803803804,0
hs,1.0,2,0.602102102102102,0
hs,1.0,3,0.5973473473473474,0
hs,1.0,4,0.6178678678678678,0
hs,1.0,5,0.6261261261261261,0
hs,1.0,6,0.6206206206206206,0
hs,1.0,7,0.606106106106106,0
hs,1.0,8,0.6066066066066066,0
hs,1.0,9,0.6066066066066066,0
hs,1.0,10,0.6146146146146146,0
hs,1.0,11,0.6191191191191191,0
hs,1.0,12,0.6121121121121121,0
hs,1.0,13,0.6076076076076077,0
hs,1.0,14,0.6113613613613614,0
