shrink_mode,lambda,num_trees,ROC AUC,replication
no_shrinkage,0.0,1,0.6540687776642833,0
no_shrinkage,0.0,2,0.7172284644194756,0
no_shrinkage,0.0,3,0.7374531835205992,0
no_shrinkage,0.0,4,0.7472591079332652,0
no_shrinkage,0.0,5,0.7482465100442628,0
no_shrinkage,0.0,6,0.768266939053456,0
no_shrinkage,0.0,7,0.7686074225400069,0
no_shrinkage,0.0,8,0.7701395982294859,0
no_shrinkage,0.0,9,0.7732379979570991,0
no_shrinkage,0.0,10,0.7747020769492681,0
no_shrinkage,0.0,11,0.7721484508001362,0
no_shrinkage,0.0,12,0.7746680286006129,0
no_shrinkage,0.0,13,0.7754851889683351,0
no_shrinkage,0.0,14,0.779639087504256,0
no_shrinkage,0.0,15,0.7756554307116105,0
no_shrinkage,0.0,16,0.7775280898876403,0
no_shrinkage,0.0,17,0.784542049710589,0
no_shrinkage,0.0,18,0.7871297242083758,0
no_shrinkage,0.0,19,0.792100783112019,0
no_shrinkage,0.0,20,0.7905345590738849,0
no_shrinkage,0.0,21,0.7946203609124958,0
no_shrinkage,0.0,22,0.7938712972420838,0
no_shrinkage,0.0,23,0.7956758597208036,0
no_shrinkage,0.0,24,0.7969696969696971,0
no_shrinkage,0.0,25,0.7946884576098059,0
no_shrinkage,0.0,26,0.7968675519237316,0
no_shrinkage,0.0,27,0.7976506639427988,0
no_shrinkage,0.0,28,0.7977528089887641,0
no_shrinkage,0.0,29,0.7989104528430372,0
no_shrinkage,0.0,30,0.800749063670412,0
no_shrinkage,0.0,31,0.8018045624787199,0
no_shrinkage,0.0,32,0.803336738168199,0
no_shrinkage,0.0,33,0.8025536261491318,0
no_shrinkage,0.0,34,0.8050051072522982,0
no_shrinkage,0.0,35,0.8061967994552264,0
no_shrinkage,0.0,36,0.8074906367041199,0
no_shrinkage,0.0,37,0.8069458631256383,0
no_shrinkage,0.0,38,0.8081375553285665,0
no_shrinkage,0.0,39,0.8086482805583928,0
no_shrinkage,0.0,40,0.8097718760640109,0
no_shrinkage,0.0,41,0.8106230847803881,0
no_shrinkage,0.0,42,0.8117807286346611,0
no_shrinkage,0.0,43,0.8114742934967654,0
no_shrinkage,0.0,44,0.8088866189989785,0
no_shrinkage,0.0,45,0.8064351378958121,0
no_shrinkage,0.0,46,0.8063329928498467,0
no_shrinkage,0.0,47,0.8059584610146407,0
no_shrinkage,0.0,48,0.8047327204630575,0
no_shrinkage,0.0,49,0.8066053796390875,0
no_shrinkage,0.0,50,0.8065032345931222,0
no_shrinkage,0.0,51,0.806026557711951,0
no_shrinkage,0.0,52,0.8052093973442289,0
no_shrinkage,0.0,53,0.8050051072522985,0
no_shrinkage,0.0,54,0.8048008171603677,0
no_shrinkage,0.0,55,0.803064351378958,0
no_shrinkage,0.0,56,0.8046646237657473,0
no_shrinkage,0.0,57,0.8033707865168539,0
no_shrinkage,0.0,58,0.804153898535921,0
no_shrinkage,0.0,59,0.8047667688117127,0
no_shrinkage,0.0,60,0.8040517534899558,0
no_shrinkage,0.0,61,0.8032005447735785,0
no_shrinkage,0.0,62,0.8059925093632959,0
no_shrinkage,0.0,63,0.8058903643173305,0
no_shrinkage,0.0,64,0.805652025876745,0
no_shrinkage,0.0,65,0.8043241402791965,0
no_shrinkage,0.0,66,0.8052434456928839,0
no_shrinkage,0.0,67,0.8059244126659857,0
no_shrinkage,0.0,68,0.8065032345931222,0
no_shrinkage,0.0,69,0.8069458631256384,0
no_shrinkage,0.0,70,0.8061967994552264,0
no_shrinkage,0.0,71,0.8064351378958121,0
no_shrinkage,0.0,72,0.8070820565202588,0
no_shrinkage,0.0,73,0.8069799114742935,0
no_shrinkage,0.0,74,0.8070480081716036,0
no_shrinkage,0.0,75,0.8080354102826014,0
no_shrinkage,0.0,76,0.8088525706503236,0
no_shrinkage,0.0,77,0.8081716036772217,0
no_shrinkage,0.0,78,0.8085461355124277,0
no_shrinkage,0.0,79,0.8080354102826013,0
no_shrinkage,0.0,80,0.8080013619339462,0
no_shrinkage,0.0,81,0.8076949267960504,0
no_shrinkage,0.0,82,0.8074565883554647,0
no_shrinkage,0.0,83,0.8079673135852912,0
no_shrinkage,0.0,84,0.8059244126659857,0
no_shrinkage,0.0,85,0.8053115423901941,0
no_shrinkage,0.0,86,0.8049029622063332,0
no_shrinkage,0.0,87,0.8049029622063331,0
no_shrinkage,0.0,88,0.8044262853251618,0
no_shrinkage,0.0,89,0.8038474633980252,0
no_shrinkage,0.0,90,0.803336738168199,0
no_shrinkage,0.0,91,0.8034048348655091,0
no_shrinkage,0.0,92,0.8030983997276132,0
no_shrinkage,0.0,93,0.8032686414708886,0
no_shrinkage,0.0,94,0.8026898195437521,0
no_shrinkage,0.0,95,0.8023493360572013,0
no_shrinkage,0.0,96,0.8021109976166156,0
no_shrinkage,0.0,97,0.8019748042219952,0
no_shrinkage,0.0,98,0.8025195778004767,0
no_shrinkage,0.0,99,0.80187265917603,0
no_shrinkage,0.0,100,0.8023493360572013,0
hs,25.0,1,0.7659176029962548,0
hs,25.0,2,0.7783112019067074,0
hs,25.0,3,0.7857337419135172,0
hs,25.0,4,0.7850187265917604,0
hs,25.0,5,0.7953353762342527,0
hs,25.0,6,0.8058563159686756,0
hs,25.0,7,0.8123595505617979,0
hs,25.0,8,0.817398706162751,0
hs,25.0,9,0.8145045965270684,0
hs,25.0,10,0.809465440926115,0
hs,25.0,11,0.8106571331290433,0
hs,25.0,12,0.8165134490977187,0
hs,25.0,13,0.8156622403813415,0
hs,25.0,14,0.8162070139598231,0
hs,25.0,15,0.8143003064351378,0
hs,25.0,16,0.8137555328566564,0
hs,25.0,17,0.8102826012938371,0
hs,25.0,18,0.809056860742254,0
hs,25.0,19,0.8085801838610827,0
hs,25.0,20,0.8123935989104527,0
hs,25.0,21,0.8096016343207355,0
hs,25.0,22,0.8085120871637725,0
hs,25.0,23,0.8076949267960504,0
hs,25.0,24,0.8082397003745319,0
hs,25.0,25,0.8077630234933606,0
hs,25.0,26,0.8091249574395643,0
hs,25.0,27,0.8099421178072864,0
hs,25.0,28,0.808716377255703,0
hs,25.0,29,0.8093292475314947,0
hs,25.0,30,0.8130064691862444,0
hs,25.0,31,0.813210759278175,0
hs,25.0,32,0.8112359550561797,0
hs,25.0,33,0.8089206673476337,0
hs,25.0,34,0.8083758937691522,0
hs,25.0,35,0.8072182499148791,0
hs,25.0,36,0.8083077970718421,0
hs,25.0,37,0.8092611508341846,0
hs,25.0,38,0.8092611508341846,0
hs,25.0,39,0.8113721484508002,0
hs,25.0,40,0.8124616956077632,0
hs,25.0,41,0.81130405175349,0
hs,25.0,42,0.8104868913857678,0
