MDI_0,MDI_1,MDI_2,MDI_3,MDI_4,SHAP_0,SHAP_1,SHAP_2,SHAP_3,SHAP_4,relevance,shrink_mode,replication
0.4376829488727586,0.043891308707900506,0.0924419226626796,0.18124170746189636,0.244742112294765,0.034465999805426695,0.040959999507467724,0.10228599825885613,0.08799733205937081,0.059857998982362916,00,no_shrinkage,0
0.4142542430875771,0.04831403355800251,0.12057908647946722,0.17407619404818214,0.24277644282677108,0.018317009936698013,0.007461449649599672,0.04236707479592587,0.038633891058234435,0.032818955099377496,00,hs,0
0.21524619960659305,0.0936201660259272,0.23786600009306605,0.22201215009613093,0.23125548417828268,0.015067297922410947,0.007038684976672813,0.02653050275203714,0.025206118739231897,0.019882884993203336,00,hs_entropy,0
0.20843574049606442,0.12575467772687074,0.23694024357836482,0.20705410849846004,0.22181522970023992,0.012528212881567016,0.003652310379744449,0.025861915240318924,0.02404540919118881,0.021308121744201346,00,hs_log_cardinality,0
0.28944789079563127,0.09299298722217691,0.3301206707517232,0.15922908432985422,0.12820936690061446,0.00928202436085121,0.0040630143283851795,0.023474022677641187,0.019146874909143664,0.018384649352512498,00,hs_permutation,0
0.2992030529783155,0.10389906856313798,0.30680779688553517,0.1475986338894029,0.14249144768360844,0.009309212241583735,0.003812678721114935,0.02317092365074495,0.01987756280796748,0.01961666657211026,00,hs_global_permutation,0
0.4464548608767343,0.03353934744107534,0.09290146674430548,0.174709068945987,0.2523952559918978,0.056085332554299386,0.05327999921399168,0.025770666355849244,0.055279999254795265,0.03817333282262553,05,no_shrinkage,0
0.42440835403009114,0.0598958936409883,0.09699349848705686,0.16778570814965393,0.2509165456922097,0.019608599518243862,0.009161889712675474,0.012684064802386274,0.017500000039784937,0.02189318584674038,05,hs,0
0.24105236180614517,0.129777817861939,0.18101525466173074,0.20571845150055695,0.24243611416962824,0.014209472950620694,0.008727873903895669,0.007885783411125885,0.009639723712127308,0.014129927980895443,05,hs_entropy,0
0.22852151043588137,0.14773992541619055,0.1870972818888759,0.208336013573911,0.22830526868514112,0.015401910903608951,0.007129894099591185,0.007690415138968093,0.009400921335676684,0.013131358079357596,05,hs_log_cardinality,0
0.3355993308835822,0.1891003579000835,0.1418463042769427,0.1253227112264807,0.20813129571291106,0.008172651339693403,0.0062406476611795375,0.007284689719359449,0.00758685464746668,0.008826914479846891,05,hs_permutation,0
0.3237697831040067,0.215628542833434,0.11041171094400189,0.12065386770864248,0.22953609540991482,0.008083988380167283,0.006088803359685698,0.006619616280520858,0.008451543677336304,0.007742848756504826,05,hs_global_permutation,0
0.42200382176962103,0.045972150327470374,0.09455823366623063,0.17808756680102017,0.25937822743565786,0.056777332562778615,0.03995999961451162,0.053819999128347264,0.060319999334577004,0.04215199927944923,10,no_shrinkage,0
0.37707232733335383,0.16755269011122256,0.08032907163918614,0.1763640017604885,0.19868190915574907,0.019683641042647648,0.01882362381200801,0.02475142762629548,0.022137921707195345,0.02059567897643865,10,hs,0
0.15290279437395893,0.3475449987152507,0.12902872406130106,0.1981814399329663,0.17234204291652305,0.017351795511443925,0.017994503978094146,0.02130567690723547,0.01734353919256682,0.017098171323559654,10,hs_entropy,0
0.16458717646728582,0.35221363220914387,0.1290617464702918,0.20728163725209664,0.1468558076011819,0.019210706280769957,0.018080584577372067,0.019378144986862026,0.015881928326132767,0.017829679289949128,10,hs_log_cardinality,0
0.16792521881709283,0.5007336223192819,0.055144528261943104,0.18268004171069277,0.09351658889098949,0.013875354309173419,0.015322671534268011,0.018926942905083708,0.016355967709292603,0.01641560497034516,10,hs_permutation,0
0.2012689414215422,0.486134262556012,0.06095141063387506,0.1605401038725015,0.09110528151606928,0.0164355005072357,0.015188667059926955,0.018263155436812666,0.015504091158582015,0.015352449021156645,10,hs_global_permutation,0
0.39784379577127277,0.10865411726302437,0.08482414134141562,0.1778903724164061,0.23078757320788132,0.07677266552922082,0.05939999893523053,0.07250599888979922,0.06919999858079247,0.08059999867825535,15,no_shrinkage,0
0.27140453171254053,0.37272469944241565,0.06971469583390574,0.11479005936319464,0.17136601364794335,0.04009306181716602,0.03080405680644253,0.03697114157434407,0.03962105826244443,0.04656992599340447,15,hs,0
0.09823956071005506,0.5802778804887497,0.09800725121458673,0.1022533823467923,0.12122192523981631,0.03653270784077176,0.02692857235692645,0.03216410691145574,0.03339016041459399,0.03617089107401262,15,hs_entropy,0
0.08244240920464255,0.6276794950294841,0.09358246376416919,0.09022129726944306,0.10607433473226126,0.03816457143675507,0.02796555591183278,0.035419940042302187,0.03678811510685046,0.03953675235154515,15,hs_log_cardinality,0
0.08436431463764385,0.7436960489959006,0.03847655226030918,0.05454375756268315,0.07891932654346319,0.03425499301157106,0.02510658667531243,0.030900880182474798,0.03165996396790433,0.03461446794077346,15,hs_permutation,0
0.08882271954399543,0.7371124888305417,0.03792141466749284,0.043340082612200924,0.09280329434576902,0.03516244496879516,0.024908213162641916,0.03055578378586506,0.03222652616503183,0.035551393742272924,15,hs_global_permutation,0
0.4017803160579201,0.0951688190212972,0.08962874602101124,0.1768146348382986,0.23660748406147283,0.06336733238026498,0.06141933230642462,0.05162333250988741,0.07088666561781429,0.06046133248158729,20,no_shrinkage,0
0.28759107400598016,0.35301518211498006,0.06523779595377249,0.13508647450070518,0.15906947342456224,0.033136095163936265,0.03176091045205249,0.03528617285476866,0.03475962946890286,0.03360099136025383,20,hs,0
0.10459295260290906,0.5716400874679771,0.08609166285729929,0.1306685108488799,0.10700678622293475,0.028603328832221452,0.02585105139852385,0.030512874643274696,0.030672158685461907,0.025420733896658932,20,hs_entropy,0
0.09984353664814759,0.5941949905637096,0.08680654933732272,0.11691350665246474,0.10224141679835544,0.02882450550443173,0.028268040665192534,0.03154709411313524,0.030854575635283255,0.025630342394513717,20,hs_log_cardinality,0
0.08838427061085335,0.7729142189971546,0.03128021889409911,0.0598057369038682,0.047615554594024806,0.02837516062008217,0.026600203190253524,0.028905399955234317,0.028244645098769977,0.02336429176822276,20,hs_permutation,0
