0.0,0.1,1.0,10.0,100.0,maxnd
13.527663581319244,13.51495258637435,13.401686294786181,12.370963041333875,7.165810611399716,2
30.59296033856211,30.539388584819324,30.069416410114695,26.2603256233232,12.680343763006086,5
38.36589686539192,38.28052769636764,37.53918924169021,31.90084504662682,14.532630669516628,7
43.72442894882207,43.60803762892373,42.60764330405213,35.4105047258701,15.400215731115022,9
48.92362402765893,48.7684758647987,47.44961388852612,38.50114269692684,16.127435757249664,11
54.468035019455144,54.26809777325624,52.58686232343661,41.74417197623298,16.873862469073995,14
57.397187415048734,57.171641500720355,55.28691807066309,43.479264535389696,17.41261899871643,16
59.61081739446008,59.35626505148133,57.24312413692049,44.40176531463335,17.467422119995497,18
61.61216688509025,61.329631373313646,59.001894313248336,45.263014805465055,17.491405828931047,20
