replication,shrink_mode,lambda,MSE
5,hs_log_cardinality,0.0,11.215448251446922
5,hs_log_cardinality,0.1,11.088309380247782
5,hs_log_cardinality,1.0,10.352511384451338
5,hs_log_cardinality,10.0,12.047635498525256
5,hs_log_cardinality,25.0,16.275633064536436
5,hs_log_cardinality,50.0,20.22685158604632
5,hs_log_cardinality,100.0,23.749814502745682
5,hs_permutation,0.0,11.215448251446922
5,hs_permutation,0.1,10.633375181426327
5,hs_permutation,1.0,9.961064888841772
5,hs_permutation,10.0,9.74235444675567
5,hs_permutation,25.0,11.531627866792055
5,hs_permutation,50.0,14.091338703224556
5,hs_permutation,100.0,17.441066006743135
5,hs_global_permutation,0.0,11.215448251446922
5,hs_global_permutation,0.1,10.161745059276189
5,hs_global_permutation,1.0,8.95578084696236
5,hs_global_permutation,10.0,9.557145332167888
5,hs_global_permutation,25.0,11.70111988270597
5,hs_global_permutation,50.0,14.412768046833108
5,hs_global_permutation,100.0,17.813187721024057
6,hs,0.0,7.737116214399663
6,hs,0.1,7.672263798144603
6,hs,1.0,7.250907624887901
6,hs,10.0,6.645967045808891
6,hs,25.0,7.447962002904346
6,hs,50.0,8.895101697887728
6,hs,100.0,11.080405884384376
6,hs_entropy,0.0,7.737116214399663
6,hs_entropy,0.1,7.634222764309014
6,hs_entropy,1.0,7.086703472064691
6,hs_entropy,10.0,8.452494449626252
6,hs_entropy,25.0,11.392252634769498
6,hs_entropy,50.0,14.17508859750655
6,hs_entropy,100.0,16.715730865058994
6,hs_log_cardinality,0.0,7.737116214399663
6,hs_log_cardinality,0.1,7.637971258979965
6,hs_log_cardinality,1.0,7.103519406300404
6,hs_log_cardinality,10.0,8.468491314160435
6,hs_log_cardinality,25.0,11.403835357049388
6,hs_log_cardinality,50.0,14.18287787871407
6,hs_log_cardinality,100.0,16.720420565433205
6,hs_permutation,0.0,7.737116214399663
6,hs_permutation,0.1,7.310543689310154
6,hs_permutation,1.0,6.922699551581059
6,hs_permutation,10.0,6.856164555730733
6,hs_permutation,25.0,8.003879591691835
6,hs_permutation,50.0,9.625251561601921
6,hs_permutation,100.0,11.861598283189316
6,hs_global_permutation,0.0,7.737116214399663
6,hs_global_permutation,0.1,7.810689838632854
6,hs_global_permutation,1.0,7.316790920113067
6,hs_global_permutation,10.0,7.206156780283169
6,hs_global_permutation,25.0,8.205672270415818
6,hs_global_permutation,50.0,9.68171661707138
6,hs_global_permutation,100.0,11.830368824925353
7,hs,0.0,18.668679095109372
7,hs,0.1,18.531609437210257
7,hs,1.0,17.574667378459253
7,hs,10.0,14.179755145945322
7,hs,25.0,12.867273608979662
7,hs,50.0,12.725568510225708
7,hs,100.0,13.733319716512266
7,hs_entropy,0.0,18.668679095109372
7,hs_entropy,0.1,18.38062032695721
7,hs_entropy,1.0,16.46465037305232
7,hs_entropy,10.0,12.914302964991979
7,hs_entropy,25.0,14.14190809645532
7,hs_entropy,50.0,16.289823194501878
7,hs_entropy,100.0,18.605562924384266
7,hs_log_cardinality,0.0,18.668679095109372
7,hs_log_cardinality,0.1,18.39763782037794
7,hs_log_cardinality,1.0,16.54250700089928
7,hs_log_cardinality,10.0,12.94635437827821
7,hs_log_cardinality,25.0,14.154843253221538
7,hs_log_cardinality,50.0,16.2960908289211
7,hs_log_cardinality,100.0,18.60859237504635
7,hs_permutation,0.0,18.668679095109372
7,hs_permutation,0.1,18.245408183569197
7,hs_permutation,1.0,17.26052908538828
7,hs_permutation,10.0,13.843850002962961
7,hs_permutation,25.0,12.804776982718085
7,hs_permutation,50.0,12.955164215003435
7,hs_permutation,100.0,14.208495285869073
7,hs_global_permutation,0.0,18.668679095109372
7,hs_global_permutation,0.1,17.162108450666306
7,hs_global_permutation,1.0,16.385679684388116
7,hs_global_permutation,10.0,13.729099507173952
7,hs_global_permutation,25.0,12.898976066210475
7,hs_global_permutation,50.0,13.04549546195615
7,hs_global_permutation,100.0,14.239165206050169
8,hs,0.0,9.430621302452542
8,hs,0.1,9.38128191847914
8,hs,1.0,9.021624709447982
8,hs,10.0,8.229907476198546
8,hs,25.0,9.025924079403863
8,hs,50.0,10.780125774576536
8,hs,100.0,13.64346375935276
8,hs_entropy,0.0,9.430621302452542
8,hs_entropy,0.1,9.285948338175091
8,hs_entropy,1.0,8.43485051243415
8,hs_entropy,10.0,9.57740599529879
8,hs_entropy,25.0,13.519058953060732
8,hs_entropy,50.0,17.475264598398486
8,hs_entropy,100.0,21.16454604557486
8,hs_log_cardinality,0.0,9.430621302452542
8,hs_log_cardinality,0.1,9.281979664119724
8,hs_log_cardinality,1.0,8.409006605727154
8,hs_log_cardinality,10.0,9.545488051570803
8,hs_log_cardinality,25.0,13.499409572178006
8,hs_log_cardinality,50.0,17.46344398286659
8,hs_log_cardinality,100.0,21.15797955516055
8,hs_permutation,0.0,9.430621302452542
8,hs_permutation,0.1,9.386275891273282
8,hs_permutation,1.0,8.946067158193289
8,hs_permutation,10.0,9.129417575458014
8,hs_permutation,25.0,10.568458929127745
8,hs_permutation,50.0,12.531347691881345
8,hs_permutation,100.0,15.318935886535462
8,hs_global_permutation,0.0,9.430621302452542
8,hs_global_permutation,0.1,9.836692011405939
8,hs_global_permutation,1.0,9.282996986853911
8,hs_global_permutation,10.0,10.226054050855415
8,hs_global_permutation,25.0,11.439962950206468
8,hs_global_permutation,50.0,13.103607289539534
8,hs_global_permutation,100.0,15.644438920951638
9,hs,0.0,8.313975511482434
9,hs,0.1,8.206023647191149
9,hs,1.0,7.505173494764196
9,hs,10.0,6.443456429327142
9,hs,25.0,7.433819160502606
9,hs,50.0,9.29910411389853
9,hs,100.0,12.108241323029164
9,hs_entropy,0.0,8.313975511482434
9,hs_entropy,0.1,8.150677218400034
9,hs_entropy,1.0,7.249692012427244
9,hs_entropy,10.0,8.594450294591505
9,hs_entropy,25.0,12.29072295559898
9,hs_entropy,50.0,15.789097339098149
9,hs_entropy,100.0,18.949588321609962
9,hs_log_cardinality,0.0,8.313975511482434
9,hs_log_cardinality,0.1,8.156474858246156
9,hs_log_cardinality,1.0,7.271022868768678
9,hs_log_cardinality,10.0,8.594506441208841
9,hs_log_cardinality,25.0,12.29059063526179
9,hs_log_cardinality,50.0,15.789705834728617
9,hs_log_cardinality,100.0,18.950345435583166
9,hs_permutation,0.0,8.313975511482434
9,hs_permutation,0.1,6.933522789764861
9,hs_permutation,1.0,6.454119360093367
9,hs_permutation,10.0,6.983756253687861
9,hs_permutation,25.0,8.529582940878248
9,hs_permutation,50.0,10.597280762828472
9,hs_permutation,100.0,13.382904826632972
9,hs_global_permutation,0.0,8.313975511482434
9,hs_global_permutation,0.1,7.328568441468687
9,hs_global_permutation,1.0,6.952754066641139
9,hs_global_permutation,10.0,7.220383650467296
9,hs_global_permutation,25.0,8.7131352146711
9,hs_global_permutation,50.0,10.781384389175765
9,hs_global_permutation,100.0,13.642105336151825
10,hs,0.0,7.735250607606953
10,hs,0.1,7.670583348775276
10,hs,1.0,7.2383416033742325
10,hs,10.0,6.629769295547703
10,hs,25.0,7.590045877820572
10,hs,50.0,9.291383761909474
10,hs,100.0,11.842718817095832
10,hs_entropy,0.0,7.735250607606953
10,hs_entropy,0.1,7.614507819350751
10,hs_entropy,1.0,6.962948518472677
10,hs_entropy,10.0,8.533180319694006
10,hs_entropy,25.0,11.987386734445835
10,hs_entropy,50.0,15.243422231985909
10,hs_entropy,100.0,18.2008131716247
10,hs_log_cardinality,0.0,7.735250607606953
10,hs_log_cardinality,0.1,7.61407632280734
10,hs_log_cardinality,1.0,6.958079322422525
10,hs_log_cardinality,10.0,8.527777899076657
10,hs_log_cardinality,25.0,11.984258160370414
10,hs_log_cardinality,50.0,15.241383068309554
10,hs_log_cardinality,100.0,18.199552595796696
10,hs_permutation,0.0,7.735250607606953
10,hs_permutation,0.1,7.256997525385666
10,hs_permutation,1.0,6.9657849859358665
10,hs_permutation,10.0,7.504888262209624
10,hs_permutation,25.0,8.85462019850521
10,hs_permutation,50.0,10.612982622810318
10,hs_permutation,100.0,13.03993399931835
10,hs_global_permutation,0.0,7.735250607606953
10,hs_global_permutation,0.1,7.574157616350364
10,hs_global_permutation,1.0,7.1001489189013
10,hs_global_permutation,10.0,7.340401420447682
10,hs_global_permutation,25.0,8.630339361756127
10,hs_global_permutation,50.0,10.44467280602301
10,hs_global_permutation,100.0,13.002283327682369
11,hs,0.0,10.230574290071237
11,hs,0.1,10.131196941779185
11,hs,1.0,9.53872440580723
11,hs,10.0,8.715814897970175
11,hs,25.0,9.081548627434156
11,hs,50.0,9.874319964492642
11,hs,100.0,11.193150844169462
11,hs_entropy,0.0,10.230574290071237
11,hs_entropy,0.1,10.038461126203243
11,hs_entropy,1.0,8.951278852078895
11,hs_entropy,10.0,8.73142879033233
11,hs_entropy,25.0,10.68886122740454
11,hs_entropy,50.0,12.805941959519066
11,hs_entropy,100.0,14.887728086759381
11,hs_log_cardinality,0.0,10.230574290071237
11,hs_log_cardinality,0.1,10.053540531769313
11,hs_log_cardinality,1.0,9.013026580245244
11,hs_log_cardinality,10.0,8.740626957029363
11,hs_log_cardinality,25.0,10.68770203876631
11,hs_log_cardinality,50.0,12.803827496527822
11,hs_log_cardinality,100.0,14.886190471465067
11,hs_permutation,0.0,10.230574290071237
11,hs_permutation,0.1,9.718310544499477
11,hs_permutation,1.0,9.277228956526665
11,hs_permutation,10.0,9.216672197330912
11,hs_permutation,25.0,10.05120369256874
11,hs_permutation,50.0,11.015773508095808
11,hs_permutation,100.0,12.277380675530612
11,hs_global_permutation,0.0,10.230574290071237
11,hs_global_permutation,0.1,10.04550003145189
11,hs_global_permutation,1.0,9.9078516019806
11,hs_global_permutation,10.0,9.689508401504904
11,hs_global_permutation,25.0,10.226968920835837
11,hs_global_permutation,50.0,11.052899504791942
11,hs_global_permutation,100.0,12.276751637849179
12,hs,0.0,10.852806657029848
12,hs,0.1,10.796077178975773
12,hs,1.0,10.40239978312015
12,hs,10.0,9.447814156563439
12,hs,25.0,9.831570431158932
12,hs,50.0,11.078408821456367
12,hs,100.0,13.381476730391304
12,hs_entropy,0.0,10.852806657029848
12,hs_entropy,0.1,10.739063302432484
12,hs_entropy,1.0,10.0492901123562
12,hs_entropy,10.0,10.616448249737218
12,hs_entropy,25.0,13.710786172985076
12,hs_entropy,50.0,17.020086865840568
12,hs_entropy,100.0,20.19595154884545
12,hs_log_cardinality,0.0,10.852806657029848
12,hs_log_cardinality,0.1,10.742242522726565
12,hs_log_cardinality,1.0,10.063334724767799
12,hs_log_cardinality,10.0,10.615476190998438
12,hs_log_cardinality,25.0,13.706977662434207
12,hs_log_cardinality,50.0,17.01700464214605
12,hs_log_cardinality,100.0,20.194017119914406
12,hs_permutation,0.0,10.852806657029848
12,hs_permutation,0.1,9.503516324855369
12,hs_permutation,1.0,9.161695432736664
12,hs_permutation,10.0,9.20017093155846
12,hs_permutation,25.0,10.17063470361943
12,hs_permutation,50.0,11.766338156317286
12,hs_permutation,100.0,14.28163427173747
12,hs_global_permutation,0.0,10.852806657029848
12,hs_global_permutation,0.1,10.569359075433567
12,hs_global_permutation,1.0,9.907489340911019
12,hs_global_permutation,10.0,9.653338995480322
12,hs_global_permutation,25.0,10.55129735660122
12,hs_global_permutation,50.0,12.174213378183223
12,hs_global_permutation,100.0,14.816278278565097
13,hs,0.0,12.734043832051945
13,hs,0.1,12.667984340826624
13,hs,1.0,12.125230365308354
13,hs,10.0,9.565025342814799
13,hs,25.0,8.699519668588428
13,hs,50.0,8.919503725960261
13,hs,100.0,10.06240051202983
13,hs_entropy,0.0,12.734043832051945
13,hs_entropy,0.1,12.54497383916594
13,hs_entropy,1.0,11.219737487776559
13,hs_entropy,10.0,8.835040048785908
13,hs_entropy,25.0,10.159034191181243
13,hs_entropy,50.0,12.061864641900927
13,hs_entropy,100.0,14.02192563778633
13,hs_log_cardinality,0.0,12.734043832051945
13,hs_log_cardinality,0.1,12.539754237240908
13,hs_log_cardinality,1.0,11.198410392259266
13,hs_log_cardinality,10.0,8.847445493103233
13,hs_log_cardinality,25.0,10.17203854795792
13,hs_log_cardinality,50.0,12.070739608030134
13,hs_log_cardinality,100.0,14.027092255368649
13,hs_permutation,0.0,12.734043832051945
13,hs_permutation,0.1,12.402889933259205
13,hs_permutation,1.0,11.013290959363866
13,hs_permutation,10.0,8.232261488876597
13,hs_permutation,25.0,8.16013965937504
13,hs_permutation,50.0,8.960606028037251
13,hs_permutation,100.0,10.436814647981032
13,hs_global_permutation,0.0,12.734043832051945
13,hs_global_permutation,0.1,12.915517864549614
13,hs_global_permutation,1.0,11.58791878924009
13,hs_global_permutation,10.0,8.819694999374125
13,hs_global_permutation,25.0,8.565492397397989
13,hs_global_permutation,50.0,9.156897016430305
13,hs_global_permutation,100.0,10.463504144035678
14,hs,0.0,11.584856835247319
14,hs,0.1,11.496398332388218
14,hs,1.0,10.868515103813044
14,hs,10.0,8.834301289541038
14,hs,25.0,8.257238698442738
14,hs,50.0,8.482626452233173
14,hs,100.0,9.59653782715105
14,hs_entropy,0.0,11.584856835247319
14,hs_entropy,0.1,11.391987583871014
14,hs_entropy,1.0,10.128116519242939
14,hs_entropy,10.0,8.243223724300865
14,hs_entropy,25.0,9.71050478168685
14,hs_entropy,50.0,11.834570258282676
14,hs_entropy,100.0,14.083894873078824
14,hs_log_cardinality,0.0,11.584856835247319
14,hs_log_cardinality,0.1,11.395066360802733
14,hs_log_cardinality,1.0,10.142198341458617
14,hs_log_cardinality,10.0,8.251010119998744
14,hs_log_cardinality,25.0,9.715052912669027
14,hs_log_cardinality,50.0,11.837499407586655
14,hs_log_cardinality,100.0,14.085661601519586
14,hs_permutation,0.0,11.584856835247319
14,hs_permutation,0.1,9.562496159904263
14,hs_permutation,1.0,9.10116778679641
14,hs_permutation,10.0,8.39382305937223
14,hs_permutation,25.0,8.455175944503246
14,hs_permutation,50.0,9.076606655932787
14,hs_permutation,100.0,10.442617556804938
14,hs_global_permutation,0.0,11.584856835247319
14,hs_global_permutation,0.1,10.485566357582133
14,hs_global_permutation,1.0,9.784824923758407
14,hs_global_permutation,10.0,8.406956323095084
14,hs_global_permutation,25.0,8.175313775060168
14,hs_global_permutation,50.0,8.670242763653103
14,hs_global_permutation,100.0,10.008641309392937
15,hs,0.0,7.9498263625538526
15,hs,0.1,7.89856698336663
15,hs,1.0,7.550117342886319
15,hs,10.0,6.991003828216128
15,hs,25.0,7.919743133717105
15,hs,50.0,9.78041932937313
15,hs,100.0,12.703164300968592
15,hs_entropy,0.0,7.9498263625538526
15,hs_entropy,0.1,7.847662695970567
15,hs_entropy,1.0,7.276884566043362
15,hs_entropy,10.0,8.955229594179759
15,hs_entropy,25.0,12.835180771990503
15,hs_entropy,50.0,16.513361651275666
15,hs_entropy,100.0,19.808350912611495
15,hs_log_cardinality,0.0,7.9498263625538526
15,hs_log_cardinality,0.1,7.85071906106235
15,hs_log_cardinality,1.0,7.292020462202016
15,hs_log_cardinality,10.0,8.966151647934904
15,hs_log_cardinality,25.0,12.840726034895113
15,hs_log_cardinality,50.0,16.516230331161555
15,hs_log_cardinality,100.0,19.809737448383782
15,hs_permutation,0.0,7.9498263625538526
15,hs_permutation,0.1,6.965684688386993
15,hs_permutation,1.0,6.830226200900699
15,hs_permutation,10.0,7.333690738164722
15,hs_permutation,25.0,8.718879097113707
15,hs_permutation,50.0,10.82307853858947
15,hs_permutation,100.0,13.81986086805951
15,hs_global_permutation,0.0,7.9498263625538526
15,hs_global_permutation,0.1,8.17124905033328
15,hs_global_permutation,1.0,7.614157285445851
15,hs_global_permutation,10.0,7.444638890029042
15,hs_global_permutation,25.0,8.722134617575673
15,hs_global_permutation,50.0,10.837083199535845
15,hs_global_permutation,100.0,13.895488908767486
16,hs,0.0,9.603081626421005
16,hs,0.1,9.555403940467182
16,hs,1.0,9.274379394845758
16,hs,10.0,9.416717131018697
16,hs,25.0,10.646632975314603
16,hs,50.0,12.506751585831335
16,hs,100.0,15.290030716673304
16,hs_entropy,0.0,9.603081626421005
16,hs_entropy,0.1,9.541111690217036
16,hs_entropy,1.0,9.2782437434654
16,hs_entropy,10.0,11.651816292485544
16,hs_entropy,25.0,15.477164268496846
16,hs_entropy,50.0,19.181047956377906
16,hs_entropy,100.0,22.63802055446614
16,hs_log_cardinality,0.0,9.603081626421005
16,hs_log_cardinality,0.1,9.542260183599083
16,hs_log_cardinality,1.0,9.283244019508732
16,hs_log_cardinality,10.0,11.650429359086
16,hs_log_cardinality,25.0,15.474494715933906
16,hs_log_cardinality,50.0,19.17886514306617
16,hs_log_cardinality,100.0,22.636605144318995
16,hs_permutation,0.0,9.603081626421005
16,hs_permutation,0.1,9.51648851592059
16,hs_permutation,1.0,9.259859537671469
16,hs_permutation,10.0,9.75966945303566
16,hs_permutation,25.0,11.239495787427188
16,hs_permutation,50.0,13.355350620995996
16,hs_permutation,100.0,16.35153626669031
16,hs_global_permutation,0.0,9.603081626421005
16,hs_global_permutation,0.1,8.641906925417373
16,hs_global_permutation,1.0,8.741943234310929
16,hs_global_permutation,10.0,9.679487032110044
16,hs_global_permutation,25.0,11.219321186141096
16,hs_global_permutation,50.0,13.306425049717609
16,hs_global_permutation,100.0,16.28218464254199
17,hs,0.0,11.537409780464532
17,hs,0.1,11.413489436663626
17,hs,1.0,10.514017071338458
17,hs,10.0,7.450826629374484
17,hs,25.0,6.854902557738157
17,hs,50.0,7.563729322213426
17,hs,100.0,9.342697657533881
17,hs_entropy,0.0,11.537409780464532
17,hs_entropy,0.1,11.290413699886766
17,hs_entropy,1.0,9.675031515630403
17,hs_entropy,10.0,7.6893043905140726
17,hs_entropy,25.0,9.738991438329183
17,hs_entropy,50.0,12.184695901342137
17,hs_entropy,100.0,14.557792570926631
17,hs_log_cardinality,0.0,11.537409780464532
17,hs_log_cardinality,0.1,11.29310355853217
17,hs_log_cardinality,1.0,9.68629967975058
17,hs_log_cardinality,10.0,7.6980637904987645
17,hs_log_cardinality,25.0,9.745488463944344
17,hs_log_cardinality,50.0,12.189070307848015
17,hs_log_cardinality,100.0,14.560394456482754
17,hs_permutation,0.0,11.537409780464532
17,hs_permutation,0.1,10.083882741497433
17,hs_permutation,1.0,8.973392123429187
17,hs_permutation,10.0,6.380360722237539
17,hs_permutation,25.0,6.552198165170367
17,hs_permutation,50.0,7.7910649167591375
17,hs_permutation,100.0,9.859526582125767
17,hs_global_permutation,0.0,11.537409780464532
17,hs_global_permutation,0.1,7.662225795420687
17,hs_global_permutation,1.0,6.912791354759546
17,hs_global_permutation,10.0,5.604091023505734
17,hs_global_permutation,25.0,6.201685443918795
17,hs_global_permutation,50.0,7.632505341549472
17,hs_global_permutation,100.0,9.804599343360033
18,hs,0.0,11.793817762666459
18,hs,0.1,11.740768156530143
18,hs,1.0,11.27666864302992
18,hs,10.0,9.099624272876477
18,hs,25.0,8.60279303878125
18,hs,50.0,9.333951032074411
18,hs,100.0,11.34307306948075
18,hs_entropy,0.0,11.793817762666459
18,hs_entropy,0.1,11.619529641596785
18,hs_entropy,1.0,10.43474157649896
18,hs_entropy,10.0,9.214680018420218
18,hs_entropy,25.0,11.786592671881186
18,hs_entropy,50.0,14.867100095333644
18,hs_entropy,100.0,17.895467062482986
18,hs_log_cardinality,0.0,11.793817762666459
18,hs_log_cardinality,0.1,11.604154551680239
18,hs_log_cardinality,1.0,10.358035720322116
18,hs_log_cardinality,10.0,9.177272072507634
18,hs_log_cardinality,25.0,11.772228555851886
18,hs_log_cardinality,50.0,14.86061275624461
18,hs_log_cardinality,100.0,17.89249379507978
18,hs_permutation,0.0,11.793817762666459
18,hs_permutation,0.1,12.967353620805401
18,hs_permutation,1.0,11.481974763325487
18,hs_permutation,10.0,8.126741107314254
18,hs_permutation,25.0,8.035388563083174
18,hs_permutation,50.0,9.219133795747743
