no shrinkage,optimal shrinkage,SNR
33.80737596424635,0.2388535363674179,0.05
19.741728746513193,2.687113735863589,0.09
12.630832719646643,1.716517280650321,0.14
7.290563564764396,2.1630994602839304,0.25
4.061903854107403,1.4569276610738502,0.42
1.6291553402506498,1.3439296517388546,0.71
0.11266517599582225,0.11266517599582224,1.22
-0.9728387335803679,-0.9728387335803679,2.07
-1.5864061382177526,-1.5864061382177526,3.52
-2.029791120292194,-2.029791120292194,6.0
