no shrinkage,optimal shrinkage,SNR
43.27900599425491,0.16506022687822552,0.05
26.077297067090647,1.499357904160768,0.09
15.849604979997505,5.8005009905969604,0.14
8.494133398794576,0.9668864401877659,0.25
4.210719168578144,1.8948020719507555,0.42
1.323905936996299,0.8758222009784533,0.71
-0.536387707837418,-0.536387707837418,1.22
-1.754433171891291,-1.7544331718912909,2.07
-2.4572861647748363,-2.4572861647748363,3.52
-2.9092179545294057,-2.9092179545294057,6.0
