,0.0,0.1,1.0,10.0,100.0,maxnd
0,19.53354804105779,19.529847183333228,19.496605946286053,19.170646286535383,16.448883127617364,2
1,126.03842997650709,125.9061321776275,124.73553835616993,114.64168399270619,69.95629569579907,15
2,196.09634308787213,195.7694100523201,192.90718299472022,170.05473959947986,90.66542288599216,27
3,240.80527477488815,240.28975245476846,235.81779462608066,202.1265015871284,100.47333003893,39
4,268.8615036987229,268.1778704261987,262.303295005066,220.25926973026026,105.21474905380971,51
5,287.99463408222465,287.15931445659646,280.0521557723041,231.51093755626084,107.886852873003,64
6,298.70773714034436,297.76016028314035,289.76574607716856,237.08661353010262,109.11226961248593,76
7,305.87465706726,304.8360117914456,296.141306659915,240.50281841093923,109.7128989939115,88
8,310.67542816762955,309.5657404731342,300.33580118973373,242.61905073640366,110.10988761074854,100
