,0.0,0.1,1.0,10.0,100.0,maxnd
0,12.450543925421547,12.43894854480487,12.335623370992844,11.395364289303386,6.647055926771657,2
1,28.534252932257044,28.48308535988931,28.03456474126044,24.414904859315325,11.738357766405969,5
2,35.62731775074248,35.54512827617621,34.83220988547264,29.447128807791383,13.230816767124361,7
3,41.197495412967335,41.08376537435251,40.10647936228477,33.11091087715903,14.212904905637169,9
4,45.86390404635468,45.7177411394701,44.4726392201879,35.964763282031676,14.894973676475535,11
5,51.13382160798013,50.94297860043942,49.336268737330606,38.96413118295154,15.571323401796773,14
6,53.90199828447697,53.68359274750917,51.857604401652544,40.433397138071335,15.862409919893894,16
7,56.074690492702594,55.8323960711192,53.8192604123329,41.55745649373297,16.13028704524406,18
8,57.73092009178442,57.4661945962632,55.2808345201938,42.29899055178956,16.235035211832006,20
